ID,Authors,Title,Year,Source title,Volume,Link,Affiliations,Abstract,Author Keywords,Index Keywords,Publisher,Language of Original Document,Abbreviated Source Title,Document Type
11,"Sandhu S.S., Jadhav A.R., Tripathy B.K.",Comparison of centroid-based clustering algorithms in the context of divide and conquer paradigm based FMST framework,2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049047429&doi=10.1109%2fICRCICN.2017.8234510&partnerID=40&md5=78c200b793604b5c199274af6b3d83fb,"School of Computing Science and Engineering, Vellore Institute of Technology, Vellore, Tamil Nadu  632014, India","The practice of using divide and conquer techniques to solve complex, time-consuming problems has been in use for a very long time. Here we evaluate the performance of centroid-based clustering techniques, specifically k-means and its two approximation algorithms, the k-means++ and k-means (also known as Scalable k-means++), as divide and conquer paradigms applied for the creation of minimum spanning trees. The algorithms will be run on different datasets to get a good evaluation of their respective performances. This is a continuation of our previous work carried out in developing the KMST+ algorithm in the context of fast minimum spanning tree (FMST) frameworks. © 2017 IEEE.",Divide and Conquer; k-means; k-means; k-means++; Minimum Spanning Tree,Approximation algorithms; Artificial intelligence; Trees (mathematics); Based clustering; Divide and conquer; Divide-and-conquer technique; K-means; Minimum spanning trees; Clustering algorithms,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
12,"Chakraborty S., Parekh R.",An improved approach to open set text-independent speaker identification (OSTI-SI),2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049011249&doi=10.1109%2fICRCICN.2017.8234480&partnerID=40&md5=e91809f67def94e89977f16458cd92c1,"School of Education Technology, Jadavpur University, Kolkata, India","This paper focuses on open set text independent speaker identification which is one of the most challenging subclass of Speaker recognition. The initial stage is similar to closed set speaker identification, where the distortion for each test voice against all train voices are determined. The distortions after normalization is set as decision criteria which eases the process of thresholding. The threshold variation which is mostly independent of dataset but dependent on the size of train data set and its values are quite similar for three datasets. The identification rate with balanced False Acceptance Rate(FAR) and False Rejection Rate(FRR) is 73-86%. © 2017 IEEE.",GMM-UBM (Gaussian mixture model-Universal Background model); Open set text-independent speaker identification; Threshold; Vector Quantization (VQ),Artificial intelligence; Character recognition; Gaussian distribution; Loudspeakers; Decision criterions; False acceptance rate; False rejection rate; Gaussian mixture model - universal background model; Identification rates; Speaker identification; Text-independent speaker identification; Threshold; Speech recognition,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
13,"Das N., Chakraborty M.",Performance analysis of FIR and IIR filters for ECG signal denoising based on SNR,2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049030028&doi=10.1109%2fICRCICN.2017.8234487&partnerID=40&md5=94d8d8f17199f4a1f46f4734549775b8,"School of Bio-Science and Engineering, Jadavpur University, Kolkata, India","Filtering of ECG signal is an essential step in ECG signal processing and analysis. Since ECG is a low amplitude biosignal, it is easily corrupted by external noises, and by the presence of other biosignals. The aim of filtering is to remove unwanted noise while preserving important characteristics of the signal. Various filtering techniques are available thus choosing the right filter for ECG denoising is a problem. This study aims to solve that problem by quantifying and comparing performance of various FIR and IIR filters, based on their SNR values, in both diagnostic and monitoring mode. For this purpose, ECG signals are collected from MIT-BIH Physionet Database. This study identifies the order at which filters perform best, thus order optimization for each filter design has been done. Readers will be able to understand the variation of filter performance with filter order and choose the best filter for ECG signal denoising. © 2017 IEEE.",denoise; ECG; filter order; FIR; IIR; SNR,Artificial intelligence; Bandpass filters; Electrocardiography; FIR filters; IIR filters; Signal denoising; Signal to noise ratio; De-Noise; ECG signal processing; filter order; Filter performance; Filtering technique; FIR and IIR filters; Order optimizations; Performance analysis; Biomedical signal processing,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
14,"Dhar S., Roy H., Majumder M., Biswas C., Sarkar A.",A novel method for underwater image segmentation based on M-band wavelet transform and human psychovisual phenomenon(HVS),2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049051474&doi=10.1109%2fICRCICN.2017.8234475&partnerID=40&md5=726fe9505fafa3226377e0925c7370c6,"RCC Institute of Information Technology, India","Underwater image segmentation becomes a difficult and challenging task due to various perturbations present in the water. In this paper we propose a novel method for underwater image segmentation based on M-band wavelet transform and human psychovisual phenomenon(HVS). The M-band wavelet transform captures the texture of the underwater image by decomposing the image into sub bands with different scales and orientations. The proper sub bands for segmentation are selected depending on the HVS. The HVS imitates the original visual technique of a human being and it is used to divide each sub band into Weber, De-Vries Rose and Saturation regions. A sub band is selected for segmentation depending on those three regions. The performance of the proposed method is found to be superior than that of the stare-of-the-art methods for underwater image segmentation on standard data set. © 2017 IEEE.",HVS; M-band wavelet; segmentation; Underwater image,Artificial intelligence; Image compression; Underwater imaging; Wavelet transforms; Art methods; Data set; De vries; Human being; M-band wavelet transform; M-band wavelets; Saturation region; Visual techniques; Image segmentation,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
15,"Mukherjee S., Ray R., Khondekar M.H., Samanta R., Sanyal G.",Characterisation of wireless network traffic: Fractality and stationarity,2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049016297&doi=10.1109%2fICRCICN.2017.8234485&partnerID=40&md5=e24f207a5f346aaf055a8324ca1a567c,"Department of Computer Science and Engineering, National Institute of Technology, Durgapur, 713209, India; Department of Electronics and Communication Engineering, Dr. B.C. Roy Engineering College, Fuljhore, Durgapur, 713206, India; Department of Electronics and Instrumentation Engineering, Dr. B.C. Roy Engineering College, Fuljhore, Durgapur, 713206, India; Department of Computer Science and Engineering, Dr. B. C. Roy Engineering College, Fuljhore, Durgapur, 713206, India","Fractality and stationarity of a wireless network has been investigated in this paper by revealing the scaling pattern and nature of frequency fluctuation of the two vital parameters, the daily peak hour call arrival number and daily call drop number (03. 03.2004 to 31.10.2013), of a sub-urban local mobile switching centre, using some statistical methodologies. To have the knowledge about the fractality, Hurst Exponent for the series have been calculated using the methodologies like Visibility Graph Analysis, Higuchi's Fractal Dimension and General Hurst Estimation. It has been noticed that both the time series exhibit Short Range Dependent (SRD) anti-persistent behavior. Smoothed Pseudo Wigner-Ville Distribution (SPWVD) method has been used to unearth the stationarity/non-stationarity of the data-series where daily drop call time series shows evidence of non-stationary character while the busy hour call initiation series behave in a stationary manner. © 2017 IEEE.",General Hurst Estimation (GHE); Higuchi's Fractal Dimension (HFD); Hurst Exponent; Network Traffic; Smoothed Pseudo Wigner Ville Distribution (SPWVD); Visibility Graph Analysis (VGA),Artificial intelligence; Drops; Fractal dimension; Time series; Visibility; Wireless networks; General Hurst Estimation (GHE); Higuchi's Fractal Dimension (HFD); Hurst exponents; Network traffic; Smoothed pseudo Wigner Ville distribution; Visibility graphs; Wigner-Ville distribution,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
16,"Hossain K., Jana S., Mukherjee S., Parekh R.",A novel approach to secure biomedical images and videos for transmission,2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048997851&doi=10.1109%2fICRCICN.2017.8234492&partnerID=40&md5=a63d1b8e0113bac728eba433635af9a0,"School of Education Technology, Jadavpur University, Kolkata, India","Digital representation of biomedical images and videos has grown enormously in scope and gained importance in recent years. Preserving security and integrity in wireless transmission of biomedical images and videos is an utmost challenge. Manipulation of sensitive biomedical data in the path of transmission can mislead critical diagnosis and treatment. To overcome this, multi-level security is provided by applying encryption and stegonagraphy techniques to protect biomedical images and videos. In the proposed approach, biomedical images are considered to be RGB images and each segmented video frames are treated as RGB images. Discrete Cosine Transform (DCT), Pixel flipping and Least Significant Bit (LSB) substitution mechanisms are applied to form the stego-image followed by image encryption that increases robustness and hiding technique. Original images and videos can be retrieved by using key-based decryption algorithm, LSB, and Pixel flipping mechanism. © 2017 IEEE.",Biomedical data; Cryptography; DCT; Encrypted video frame; LSB; Pixel flipping; Steganography; Stego-image,Artificial intelligence; Cryptography; Discrete cosine transforms; Pixels; Steganography; Biomedical data; Digital representations; Discrete Cosine Transform(DCT); Least significant bit (LSB) substitution; Multi-level security; Stego image; Video frame; Wireless transmissions; Image compression,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
17,"Roshan S., Vinay Kumar S., Kumar M.",Performance evaluation of web browsers in iOS platform,2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049056430&doi=10.1109%2fICRCICN.2017.8234484&partnerID=40&md5=de03b5480c07aa3754cc2dc5985f03b3,"Department of Information Technology, National Institute of Technology Karnataka, Surathkal, India","The number of mobile users have grown tremendously in the past few years. Nowadays, mobile phones are not just used for the purpose of making calls, rather they have become an important modern gadget which helps people in various aspects of their lives. With this increase, a lot of time on mobile is spent in browsing the internet websites through mobile web browsers. Hence, mobile web browsers actually play an important role in the mobile market, and in the lives of the users. In this paper, we have analyzed the performance of six web browsers present in the iOS platform. These web browsers are selected based on their market share in the iOS platform and their popularity. We have evaluated them on different parameters such as browser features, speed, security, performance benchmark tests, plugin support and video streaming. We propose the best web browser based on each parameter used for performance evaluation. Also, we recommend the best web browser based on the overall performance evaluation. © 2017 IEEE.",iOS; Mobile devices; Mobile operating systems; Performance Evaluation; Web Browsers,Artificial intelligence; Benchmarking; Commerce; Competition; iOS (operating system); Mobile devices; Mobile phones; Mobile telecommunication systems; Benchmark tests; Ios platforms; Market share; Mobile markets; Mobile operating systems; Mobile users; Mobile Web browsers; Performance evaluations; Web browsers,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
18,"Maheshkar S., Mathur B., Roushan R., Mallick A.K.",Automatic hadoop cluster deployment and management tool,2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049056203&doi=10.1109%2fICRCICN.2017.8234500&partnerID=40&md5=29c1a0aac2bd08ad695a92e32600e582,"Computer Science and Engineering, Indian Institute of Technology (ISM), Dhanbad, Jharkhand, India","With the rapid increase in data and its complexity of configuration and deployment bring a new challenge to the research community. In this scenario, automatic Hadoop cluster deployment and management tool provide a new horizon which plays a vital role in resource and packet management in distributed environment. This paper describes a low-cost Automatic Hadoop Cluster Deployment and Management tool supported with a Web Application. The application is capable of detecting machines in the network as well as setting up the cluster with the results being provided to the user on a Web Interface from where the user could manage the entire cluster intuitively to gain a better user experience. The web application helps the user to control the management of the cluster along with access of the remote systems whenever necessary. © 2017 IEEE.",Automation; Cluster Management; Hadoop,Automation; Computational methods; Computer networks; Information systems; Cluster management; Distributed environments; Hadoop; Management tool; Remote systems; Research communities; User experience; WEB application; Artificial intelligence,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
19,Hebbar A.,Augmented intelligence: Enhancing human capabilities,2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049051202&doi=10.1109%2fICRCICN.2017.8234515&partnerID=40&md5=26ee0d9551a121641852062bbb8c76f1,"Department of Computer Science Engineering, B.N.M. Institute of Technology, Bangalore, India","Recent times have seen an exponential increase in the use of artificial intelligence in numerous regions. Fields like education, transport, finance, and health have made drastic improvements in the last decade; from predicting the stock market prices and driverless cars to predicting cancer cells in human body. Artificial intelligence and Machine learning combined, have shaped the world to be a better place than yesterday. In this paper, I describe a novel approach towards augmenting artificial and human intelligence with the goal of enhancing the capabilities of human activity using adaptive intelligent agents and deep neural networks. Any intelligent system would have come across a situation where human intervention is essential; wherein human intelligence is required for the complete functioning of the agent. This crossover of the worlds is the key to augmenting both human and artificial intelligence. We can enhance the capabilities of both the entities by introducing behavior and context as variables in the cognitive process. © 2017 IEEE.",Artificial Intelligence; Augmented Intelligence; Context Analyzer; Deep Neural Networks (DNN); Digital Assistant; Human Intelligence; Sensor Networks; Sentiment Analyzer,Artificial intelligence; Electronic trading; Intelligent agents; Intelligent systems; Sensor networks; Augmented Intelligence; Context Analyzer; Digital assistants; Human intelligence; Sentiment Analyzer; Deep neural networks,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
20,"Banerjee S., Sahoo P., Sultana M., Chaudhuri A., Sengupta D., Chaudhuri A.",Toffoli netlist based synthesis of four variable reversible functions,2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048974148&doi=10.1109%2fICRCICN.2017.8234527&partnerID=40&md5=79ef732e6a1b2719f156a8c693e8de3f,"Dept. of MCA, Jadavpur University, Kolkata, India; Dept. of IT, Techno India, College of Technology, Kolkata, India; Dept. of CSE, Techno India - Batanagar, Kolkata, India; Dept. of CSE, Jadavpur University, Kolkata, India",The growing research in reversible computation has been duly complimented by several proposals of reversible circuit synthesis algorithms. A certain amount of proposals have also been presented for optimizing reversible circuit designs. This communication proposes a fresh synthesis algorithm for four bit reversible functions based on a pre-defined library of Control Line Sets. The library contains a set of Toffoli Netlists for a certain transformation. An optimal Netlist selection choice based on Hamming Distance synthesizes an optimized reversible circuit for a given four variable reversible function which eliminates need of post synthesis optimization. The study has been compared with a peer synthesis algorithm and found to generate better reversible circuits. © 2017 IEEE.,Four Variable Reversible Gate; Quantum Computing; Reversible Logic; Reversible Logic Synthesis Algorithm; Toffoli Netlist,Artificial intelligence; Computation theory; Hamming distance; Integrated circuit manufacture; Logic gates; Quantum computers; Netlist; Quantum Computing; Reversible gates; Reversible Logic; Reversible logic synthesis; Logic Synthesis,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
21,"Das S., Kolya A.K.",Sense GST: Text mining & sentiment analysis of GST tweets by Naive Bayes algorithm,2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048982752&doi=10.1109%2fICRCICN.2017.8234513&partnerID=40&md5=228a4df02b536b9e125325c172f1b72f,"Dept. of Computer Science and Engg., RCC Institute of Information Technology, Kolkata, India","In this modern era of communication, people are always connected to the internet. Hence, everyone tends to express their opinions on social media or e-commerce websites about commercial products, movies, sports, social and geopolitical matters and even on government policies. These opinions reflect the corresponding person's view or sentiment about that particular matter, which ultimately leads to the formation of opinion polarity regarding a specific issue. In today's context, Twitter, Facebook or other social platforms often witness a lot of opinion waves regarding some of the today's most hot topics, and one of them surely is the introduction of Goods and Services Tax or GST in India. The rising sentiment analysis and opinion mining regarding this issue is helping researchers to understand the insight of public emotion. It can be also implemented to gain an idea of allover opinion polarity of people in this matter. GST was one of the most rending topic on social network platforms during Jun-July 2017, so in this paper, we present a simple and robust work to gather, analyze and graphically represent people's opinion about India's new taxation system using Naive Bayes algorithm. © 2017 IEEE.",GST; Machine Learning; Naive Bayes; Sentiment Analysis; Text Mining,Artificial intelligence; Classifiers; Learning systems; Natural language processing systems; Sentiment analysis; Social networking (online); Taxation; Text processing; Always-connected; Commercial products; E-commerce websites; Naive bayes; Naive-Bayes algorithm; Network platforms; Social media; Text mining; Data mining,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
22,"Manoj Kumar P., Surya C.M., Gopi V.P.",Identification of ayurvedic medicinal plants by image processing of leaf samples,2017,"Proceedings - 2017 3rd IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2017",2017-December,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048965837&doi=10.1109%2fICRCICN.2017.8234512&partnerID=40&md5=c847c46ff00bb5af21768eec7aa64e5b,"Department of Electronics and Communication Engineering, Government Engineering College, Wayanad, Kerala, India","Identification of the correct medicinal plants that goes in to the preparation of a medicine is very important in ayurvedic medicinal industry. The main features required to identify a medicinal plant is its leaf shape, colour and texture. Colour and texture from both sides of the leaf contain deterministic parameters to identify the species. This paper explores feature vectors from both the front and back side of a green leaf along with morphological features to arrive at a unique optimum combination of features that maximizes the identification rate. A database of medicinal plant leaves is created from scanned images of front and back side of leaves of commonly used ayurvedic medicinal plants. The leaves are classified based on the unique feature combination. Identification rates up to 99% have been obtained when tested over a wide spectrum of classifiers. The above work has been extended to include identification by dry leaves and a combination of feature vectors is obtained, using which, identification rates exceeding 94% have been achieved. © 2017 IEEE.",classification; feature extraction; morphological features; optimization; Plant identification; texture features,Artificial intelligence; Classification (of information); Feature extraction; Image processing; Optimization; Feature vectors; Identification rates; Medicinal plants; Morphological features; Optimum combination; Plant identification; Texture features; Unique features; Plants (botany),Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - IEEE Int. Conf. Res. Comput. Intel. Commun. Networks, ICRCICN",Conference Paper
